,0,1,2
0,0.3280729997579528,0.4342496024914755,0.23767739775057167
1,0.27920436092040174,0.46426706733525896,0.25652857174433924
2,0.25226845119574187,0.3934740822320664,0.3542574665721915
3,0.24631338638879458,0.3901225149734356,0.3635640986377697
4,0.402464627452409,0.22708800696618475,0.3704473655814063
5,0.4155773737798262,0.25582857708784357,0.32859404913233026
6,0.22071851472423515,0.4183839796783083,0.3608975055974567
7,0.35460466294088255,0.2745733176406775,0.37082201941843984
8,0.4703643161821931,0.31592924603383205,0.2137064377839749
9,0.25267401119936034,0.41187309156215995,0.33545289723847976
10,0.22236836534653964,0.34922591743759795,0.42840571721586246
11,0.3059330168973863,0.2927834404280563,0.4012835426745575
12,0.2940320083034285,0.44360151805260895,0.2623664736439626
13,0.4012324290251841,0.24147242875469072,0.35729514222012526
14,0.2659217519962103,0.28844984578819927,0.44562840221559047
15,0.19675212601851422,0.336609915987544,0.4666379579939418
16,0.42215428012632494,0.19999036025432118,0.37785535961935385
17,0.4100554641268057,0.3455831655231761,0.24436137035001834
18,0.30986552094386555,0.23082793687199543,0.45930654218413897
19,0.35439977393874755,0.31722448964805866,0.3283757364131938
20,0.2309948827055988,0.3904263630074488,0.3785787542869523
21,0.4741099857472628,0.18081244400725788,0.34507757024547925
22,0.44935643695638156,0.28455508026161497,0.2660884827820036
23,0.4104747597879047,0.19166177409739013,0.39786346611470536
24,0.42126579687123084,0.2794220710106177,0.2993121321181515
25,0.31661315914548993,0.3676427200301368,0.3157441208243733
26,0.2747511158631383,0.40169352245672185,0.3235553616801398
27,0.25101877151985236,0.3612222589259058,0.3877589695542419
28,0.3824345044579587,0.3032350237768668,0.31433047176517465
29,0.22717046696377224,0.4188572085181669,0.3539723245180608
30,0.36563745570942857,0.44662321495333346,0.187739329337238
31,0.4232883892605067,0.2795456633369229,0.29716594740257046
32,0.48425058810455923,0.33370657707739926,0.1820428348180416
33,0.2273354827253619,0.4143001293682701,0.35836438790636815
34,0.41018130740315806,0.283279375914259,0.3065393166825829
35,0.41573204804682085,0.296325540358558,0.2879424115946212
36,0.32754902146871756,0.3137252316776638,0.35872574685361874
37,0.2982091774727567,0.42977520959704013,0.27201561293020315
38,0.2555198056563108,0.4707669290767557,0.2737132652669337
39,0.3302059340978606,0.22928394554870862,0.44051012035343085
40,0.2675420627509204,0.3444318306534784,0.38802610659560116
41,0.31387639585204863,0.4277811251472029,0.2583424790007484
42,0.24193246100386204,0.2900991508951665,0.4679683881009715
43,0.37423370975621867,0.4671872417899204,0.15857904845386095
44,0.4007418524318933,0.3520212116349773,0.2472369359331294
45,0.38334588168649875,0.36205164503475684,0.2546024732787445
46,0.44409069640482957,0.15464638848408715,0.40126291511108336
47,0.34747327128937694,0.2969165190548239,0.3556102096557992
48,0.2937662138206374,0.28037190625383224,0.4258618799255303
49,0.27219747381013426,0.26173516718685746,0.4660673590030082
