,0,1
0,-11.769989015303667,-0.2162485069359521
1,-11.244107662922167,1.3725762750792407
2,-11.448176330133425,2.8425096922449784
3,-5.097251418028787,0.9980821012213674
4,-14.379788002872372,-2.6619789801742413
5,-8.300108389303976,-2.9973623028813923
6,-5.269080478357072,-1.9999527041259404
7,-5.4893467602427375,-1.5562032407873243
8,-11.286505586367598,-0.8509053210439683
9,-14.618959445529464,-2.238397363370131
10,-10.859991384058613,1.7044718072587983
11,-7.703270176222693,-2.761443857265323
12,-5.762071729270964,1.535222900158642
13,-7.757125412335416,2.1438963979694003
14,-8.263432725938722,-2.77328769955522
15,-6.400516084533164,-2.5247556410720935
16,-5.117982703404598,1.1302320513010402
17,-8.716088834288131,0.21239090368542524
18,-8.856776022691031,-2.844884444723558
19,-7.6663462812841985,-1.2148470254833241
20,-14.531471849747419,-0.11588636462830326
21,-10.272522448104038,2.3043962052581755
22,-13.614669488211856,-1.6543611679468053
23,-6.746907050424726,-0.5694489128515823
24,-6.6445865561698305,1.5583509901718005
25,-6.867776838112441,-0.06461761049344172
26,-13.587411086703565,-1.7275207875943581
27,-13.64714960947046,-2.7541812935570276
28,-7.519241122157087,2.691265760226166
29,-13.266953997012903,-1.9986191497759553
30,-7.506275338535709,-2.2888751470685786
31,-11.661500368677169,0.5024760096399961
32,-6.434382941518219,2.569879388326747
33,-6.024657663868567,2.505998026017415
34,-12.806635533640637,-0.7504286360834724
35,-9.591952400306935,-2.1253888919964554
36,-11.200805808361128,-2.7088475690872107
37,-8.788852010335503,-2.526154844662503
38,-10.388145365794294,-0.6935489634355054
39,-5.464007042198828,-1.5669363911765435
40,-12.736670792806098,1.8460806436712298
41,-13.01436025596998,-1.6134463806043866
42,-12.224080992735749,-1.584935976067868
43,-12.724580296754306,-0.1656040735814459
44,-8.742339791552443,-0.40777613530218204
45,-14.386818073470321,-0.874149971439417
46,-5.72724094661994,-0.7015594534890512
47,-7.9485600494929916,1.663442877538138
48,-11.815468185770705,1.3488609500406081
49,-6.955293722524452,-2.6800876672180896
50,-10.928221038923805,-1.4101474549441502
51,-8.766797210827953,-1.2138802972563723
52,-5.111889505396153,-2.867448199443178
53,-11.579011510942507,0.2863356171312508
54,-14.910739621897832,0.372360043281879
55,-11.232224154221926,1.2393069503306426
56,-11.584879580534942,-2.455239833414599
57,-14.835949052992838,-1.8636455811436767
58,-10.147932495037837,-2.01438650859209
59,-14.340052150084862,2.4246261888118337
60,-7.368888178898308,-2.8895749450640364
61,-6.537933614912246,-2.571365424470132
62,-9.793859104098892,-2.8819413953410757
63,-9.474572251808121,-2.6004591283957
64,-5.947679205996675,-1.3353293700318647
65,-6.213259626148119,-2.269928679000076
66,-12.601128728074784,-0.9866674791843848
67,-5.813150129136432,0.6466736747250175
68,-11.573544647915487,-0.4961346402926905
69,-11.018497420460777,-0.33751936532887195
70,-13.260171862339545,0.8949544930811655
71,-5.021731704977091,-0.1406588824501136
72,-8.62254773915089,0.7791745204848093
73,-7.763179559111083,2.2870984433410637
74,-8.208885549435738,-2.7266321385737973
75,-8.136878310418934,2.7397374235356775
76,-13.320801474304194,-1.5905550626943608
77,-9.519875367859317,2.715457104253379
78,-14.277780552569745,-2.5620270180251845
79,-11.74201858602967,-0.25079047265744236
80,-11.492649980228704,0.2848676550667335
81,-12.121900183961529,0.3954228624248408
82,-8.81939576151479,-1.9595134998861483
83,-5.2057623854322514,-0.47690687365310813
84,-6.781573182524362,-2.6916995769954974
85,-6.147374179939378,1.6188281398095796
86,-8.034557543559089,2.1854671522941223
87,-8.780138097297344,-2.2701150668130445
88,-5.7159573592424575,-0.003040668083162501
89,-6.3687407439894965,-1.2078462118228066
90,-6.046277394890151,-0.3827547126505344
91,-8.212216567147168,-2.075728832408343
92,-8.7794006159954,-2.044054617982678
93,-6.019896915997743,1.1329019683230577
94,-9.9906197990932,-2.5613533937982464
95,-13.113300042337851,1.734009982684702
96,-7.895768719256947,1.3528635223506882
97,-8.629480609845025,2.3300498998112396
98,-14.70403523108564,-1.714366605012874
99,-11.824120454690457,-1.0124789957661202
